tld,link,name,email,form,api,notes,found,as_of
.gmail,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.google,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.nexus,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.prof,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
xn--flw351e,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
xn--qcka1pmc,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.youtube,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.zip,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.here,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
xn--q9jyb4c,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.boo,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.dad,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.day,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.eat,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.foo,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.how,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.ing,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.meme,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.mov,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.new,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.prod,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.soy,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
xn--io0a7i,http://www1.cnnic.cn/,China Internet Network Information Center (CNNIC),,,,Unable to locate,FALSE,2025-07-17
xn--55qx5d,http://www1.cnnic.cn/,China Internet Network Information Center (CNNIC),,,,Unable to locate,FALSE,2025-07-17
xn--55qw42g,http://www.conac.cn,China Organizational Name Administration Center (CONAC),,,,Unable to locate,FALSE,2025-07-17
xn--zfr164b,http://www.conac.cn,China Organizational Name Administration Center (CONAC),,,,Unable to locate,FALSE,2025-07-17
.unicom,http://www.chinaunicom.com,China United Network Communications Corporation Limited,,,,Unable to locate,FALSE,2025-07-17
xn--8y0a063a,http://www.chinaunicom.com,China United Network Communications Corporation Limited,,,,Unable to locate,FALSE,2025-07-17
.chintai,http://nic.chintai,CHINTAI Corporation,tld-abuse@nic.chintai,,,,TRUE,2025-07-17
.cipriani,http://nic.cipriani,CIPRIANI,,,,Unable to locate,FALSE,2025-07-17
.cisco,http://www.nic.cisco/,"Cisco Technology, Inc.",gtld@cisco.com,,,,TRUE,2025-07-17
.citadel,nic.citadel,Citadel Domain LLC,,,,Unable to locate,FALSE,2025-07-17
.citic,http://www.nic.citic,CITIC Group Corporation,,,,Unable to locate,FALSE,2025-07-17
xn--fiq64b,www.nic.xn--fiq64b,CITIC Group Corporation,,,,Unable to locate,FALSE,2025-07-17
.banamex,nic.banamex,Citigroup Inc.,registry@comlaude.com,,,,TRUE,2025-07-17
.citi,nic.citi,Citigroup Inc.,registry@comlaude.com,,,,TRUE,2025-07-17
.helsinki,http://www.hel.fi/,City of Helsinki,,,,Unable to locate,FALSE,2025-07-17
.paris,www.bienvenue.paris,City of Paris,,,,Unable to locate,FALSE,2025-07-17
.clubmed,http://nic.clubmed,Club Méditerranée,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.cba,http://www.nic.cba,COMMONWEALTH BANK OF AUSTRALIA,ngtld-cba@cscglobal.com,,,,TRUE,2025-07-17
.commbank,http://www.nic.commbank,COMMONWEALTH BANK OF AUSTRALIA,ngtld-cba@cscglobal.com,,,,TRUE,2025-07-17
.netbank,http://www.nic.netbank,COMMONWEALTH BANK OF AUSTRALIA,ngtld-cba@cscglobal.com,,,,TRUE,2025-07-17
xn--mgba7c0bbn0a,http://nic.Ø§ÙØ¹ÙÙØ§Ù/,Competrol (Luxembourg) Sarl,alasdair.muller@dlapiper.com,,,,TRUE,2025-07-17
.olayan,http://nic.olayan/,Competrol (Luxembourg) Sarl,alasdair.muller@dlapiper.com,,,,TRUE,2025-07-17
.olayangroup,http://nic.olayangroup/,Competrol (Luxembourg) Sarl,alasdair.muller@dlapiper.com,,,,TRUE,2025-07-17
.madrid,http://www.madrid.org,Comunidad de Madrid,quejas.dominios@comunidad.madrid,,,,TRUE,2025-07-17
xn--80asehdb,http://Ð´Ð¾Ð¼.Ð¾Ð½Ð»Ð°Ð¹Ð½,CORE Association,secretariat@corenic.org,,,,TRUE,2025-07-17
xn--80aswg,http://Ð´Ð¾Ð¼.ÑÐ°Ð¹Ñ,CORE Association,secretariat@corenic.org,,,,TRUE,2025-07-17
xn--mgbab2bd,http://dotbazaar.net,CORE Association,secretariat@corenic.org,,,,TRUE,2025-07-17
.crown,http://www.crown.com,Crown Equipment Corporation,registryops@crown.com,,,,TRUE,2025-07-17
.vana,http://www.uniregistry.link,D3 Registry LLC,,https://internetnaming.co/abuse,,,TRUE,2025-07-17
.dnp,http://www.gmoregistry.com,"Dai Nippon Printing Co., Ltd. (GMO Registry, Inc.)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.dell,http://www.nic.dell,Dell Inc.,,,,Unable to locate,FALSE,2025-07-17
.deloitte,https://www.nic.deloitte/,Deloitte Touche Tohmatsu,tldabuse@deloitte.com.,,,,TRUE,2025-07-17
.delta,http://www.delta.com,"Delta Air Lines, Inc.",,,,Unable to locate,FALSE,2025-07-17
.abudhabi,http://www.dge.gov.ae,Department Government enablement,abuse@registry.godaddy,,,,TRUE,2025-07-17
.dhl,https://www.dpdhl.com/en,Deutsche Post AG,abuse.dhl@dhl.com,,,,TRUE,2025-07-17
.dvag,http://www.dvag-registry.de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,bettinger@bettinger.de,,,,TRUE,2025-07-17
.pohl,http://www.dvag-registry.de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,bettinger@bettinger.de,,,,TRUE,2025-07-17
xn--vermgensberater-ctb,http://www.dvag-registry.de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,bettinger@bettinger.de,,,,TRUE,2025-07-17
xn--vermgensberatung-pwb,http://www.dvag-registry.de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,bettinger@bettinger.de,,,,TRUE,2025-07-17
.property,http://nic.property,Digital Property Infrastructure Limited,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.case,nic.case,DIGITY LLC – CASE,,,,Unable to locate,FALSE,2025-07-17
.discover,https://www.discover.com/,Discover Financial Services,tldlegal@discover.com,,,,TRUE,2025-07-17
.blockbuster,http://nic.blockbuster,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.latino,http://nic.latino,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.data,http://www.dish.com,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.phone,http://www.dish.com,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.mobile,http://www.dish.com,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.dot,http://nic.dot,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.dish,http://nic.dish,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.dtv,http://nic.dtv,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ollo,http://nic.ollo,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ott,http://nic.ott,Dish DBS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.dvr,http://nic.dvr,"DISH Technologies, L.L.C.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sling,http://nic.sling,"DISH Technologies, L.L.C.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.abc,http://nic.abc,"Disney Enterprises, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.brussels,http://www.dnsbelgium.be,DNS.be vzw (DNS Belgium vzw),abuse@dnsbelgium.be,,,,TRUE,2025-07-17
.vlaanderen,http://www.dnsbelgium.be,DNS.be vzw (DNS Belgium vzw),abuse@dnsbelgium.be,,,,TRUE,2025-07-17
.actor,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.airforce,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.army,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.attorney,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.auction,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.band,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.broker,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.consulting,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.contact,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.dance,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.degree,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.democrat,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.dentist,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.engineer,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.family,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.fan,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.forex,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.forsale,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.futbol,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.games,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.haus,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.immobilien,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.juegos,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.kaufen,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.lawyer,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.live,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.market,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.markets,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.memorial,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.moda,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.mortgage,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.navy,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.news,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.ninja,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pub,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.rehab,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.republican,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.reviews,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.rip,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.rocks,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.sale,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.social,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.software,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.studio,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.trading,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.travel,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.vet,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.video,identity.digital,"Dog Beach, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.accountant,www.grs.domains,dot Accountant Limited,abuse@nic.accountant,,,,TRUE,2025-07-17
.bid,www.grs.domains,dot Bid Limited,abuse@nic.bid,,,,TRUE,2025-07-17
.cricket,www.grs.domains,dot Cricket Limited,abuse@nic.cricket,,,,TRUE,2025-07-17
.date,www.grs.domains,dot Date Limited,abuse@nic.date,,,,TRUE,2025-07-17
.faith,www.grs.domains,dot Faith Limited,abuse@nic.faith,,,,TRUE,2025-07-17
.hiphop,nic.hiphop,"Dot Hip Hop, LLC",,https://get.hiphop/abuse/,,,TRUE,2025-07-17
.kiwi,https://hello.kiwi,Dot Kiwi Limited,,,,Unable to locate,FALSE,2025-07-17
.loan,www.grs.domains,dot Loan Limited,abuse@nic.loan,,,,TRUE,2025-07-17
.london,www.domains.london,Dot London Domains Limited (.london),london.abuse@centralnic.com.,,,,TRUE,2025-07-17
.menu,nic.menu,Dot Menu Registry LLC,abuse@nic.menu,,,,TRUE,2025-07-17
.review,www.grs.domains,dot Review Limited,abuse@nic.review,,,,TRUE,2025-07-17
.science,www.grs.domains,dot Science Limited,abuse@nic.science,,,,TRUE,2025-07-17
.stream,www.grs.domains,dot Stream Limited,abuse@nic.stream,,,,TRUE,2025-07-17
.download,www.grs.domains,dot Support Limited,abuse@nic.download,,,,TRUE,2025-07-17
xn--imr513n,æ³¨åå±.é¤å,Dot Trademark TLD Holding Company Limited,,,,Unable to locate,FALSE,2025-07-17
xn--czr694b,www.trademarkdomain.com,Dot Trademark TLD Holding Company Limited,,,,Unable to locate,FALSE,2025-07-17
.vegas,http://www.the.vegas,"Dot Vegas, Inc",abuse@the.vegas,,,,TRUE,2025-07-17
.webcam,www.grs.domains,dot Webcam Limited,abuse@nic.webcam,,,,TRUE,2025-07-17
.asia,http://www.dot.asia,DotAsia Organisation,abuse@dot.asia,https://abuse.cleandns.space/dotasia,"Yes, through CleanDNS",,TRUE,2025-07-17
.berlin,http://dot.berlin,dotBERLIN GmbH & Co. KG,abuse@dot.berlin,,,,TRUE,2025-07-17
.career,http://www.nic.career/,"dotCareer, LLC",support@secure.jobs,,,,TRUE,2025-07-17
.coop,http://www.coop/,DotCooperation LLC,support@nic.coop.,,,,TRUE,2025-07-17
.creditunion,http://www.coop/,DotCooperation LLC,support@nic.coop.,,,,TRUE,2025-07-17
.gift,http://www.uniregistry.com/,"DotGift, LLC",abuse@unr.com,,,,TRUE,2025-07-17
.kids,http://www.dotkids.asia,DotKids Foundation Limited,,https://abuse.cleandns.space/dotkids,,,TRUE,2025-07-17
.cologne,https://www.nic.cologne,dotKoeln GmbH,abuse@nic.koeln,,,,TRUE,2025-07-17
.koeln,www.nic.koeln,dotKoeln GmbH,abuse@nic.koeln,,,,TRUE,2025-07-17
.music,https://www.music.us,DotMusic Limited,abuse@registry.music,,,,TRUE,2025-07-17
.qpon,http://www.dotqpon.com,dotQPON LLC,abuse@qpon.com,,,,TRUE,2025-07-17
.realestate,www.nic.realestate,dotRealEstate LLC,abuse@red.realtor,,,,TRUE,2025-07-17
.ruhr,http://www.nic-saarland.de/,dotSaarland GmbH,abuse@dot.ruhr,,,,TRUE,2025-07-17
.saarland,http://www.nic-saarland.de/,dotSaarland GmbH,abuse@nic.saarland,,,,TRUE,2025-07-17
.scot,https://dot.scot,dotScot Registry,abuse@dot.scot,,,,TRUE,2025-07-17
.buzz,http://www.buzznames.biz,DOTSTRATEGY CO.,bill@dotstrategy.biz,,,,TRUE,2025-07-17
.dubai,http://www.dsg.gov.ae,Dubai Smart Government,,,,,TRUE,2025-07-17
.dupont,http://www.dupont.com,"DuPont Specialty Products USA, LLC",contact@dupont.com,,,,TRUE,2025-07-17
.nico,http://www.gmoregistry.com/en/,"DWANGO Co., Ltd.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
xn--3bst00m,www.nic.xn--3bst00m,Eagle Horizon Limited,,,,,TRUE,2025-07-17
.gent,www.nic.gent,Easyhost BV,abuse@nic.gent,,,,TRUE,2025-07-17
.edeka,http://www.nic.edeka,EDEKA Verband kaufmännischer Genossenschaften e.V.,abuse@nic.edeka,,,,TRUE,2025-07-17
.aeg,http://nic.aeg,Electrolux,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.xin,https://www.registry.xin,Elegant Leader Limited,abuse@nic.xin,,,,TRUE,2025-07-17
.lilly,http://www.lilly.com,Eli Lilly and Company,abuse@gcd.com,,,,TRUE,2025-07-17
.trade,www.grs.domains,Elite Registry Limited,abuse@nic.trade,,,,TRUE,2025-07-17
.jobs,www.goto.jobs,Employ Media LLC,,,,Unable to locate,FALSE,2025-07-17
.rio,http://www.rio.rj.gov.br/web/iplanrio,Empresa Municipal de Informática SA - IPLANRIO,abuse@nic.rio,,,,TRUE,2025-07-17
.ericsson,http://nic.ericsson,Ericsson,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.erni,https://www.betterask.erni,ERNI Group Holding AG,,,,Unable to locate,FALSE,2025-07-17
.eurovision,http://www.ebu.ch,European Broadcasting Union (EBU),,,,Unable to locate,FALSE,2025-07-17
.radio,http://www.ebu.ch,European Broadcasting Union (EBU),,https://www.nic.radio/report-abuse,,,TRUE,2025-07-17
.cern,http://cern.ch,"European Organization for Nuclear Research (""CERN"")",,,,,TRUE,2025-07-17
xn--30rr7y,http://www.nic.xn--30rr7y,Excellent First Limited,abuse@cern.ch,,,,TRUE,2025-07-17
.men,www.grs.domains,Exclusive Registry Limited,abuse@nic.men,,,,TRUE,2025-07-17
.extraspace,http://www.extraspace.com,Extra Space Storage LLC,,,,Unable to locate,FALSE,2025-07-17
.fage,www.fage.eu,FAGE International S.A.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.fairwinds,http://nic.fairwinds,"FairWinds Partners, LLC",FairWindsRegistry@fairwindspartners.com,,,,TRUE,2025-07-17
xn--4gbrim,www.centralnic.com,FANS TLD Limited,,,,Unable to locate,FALSE,2025-07-17
.farmers,http://www.farmers.com,Farmers Insurance Exchange,,,,,TRUE,2025-07-17
.jeep,http://nic.jeep,FCA US LLC.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.fedex,http://nic.fedex,Federal Express Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.crs,https://www.coopconnection.ca/,Federated Co-operatives Limited,ngtld-fcl@cscglobal.com,,,,TRUE,2025-07-17
.basketball,www.fiba.com,Fédération Internationale de Basketball (FIBA),,,,,TRUE,2025-07-17
.observer,https://www.nic.forum/,"Fegistry, LLC",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.ferrero,http://www.nic.ferrero,Ferrero Trading Lux S.A.,abuse_ferrero@valideus.com,,,,TRUE,2025-07-17
.ferrari,www.fcagroup.com,Fiat Chrysler Automobiles N.V.,,,,Unable to locate,FALSE,2025-07-17
.fidelity,http://nic.fidelity,Fidelity Brokerage Services LLC,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.firmdale,http://www.firmdalehotels.com,Firmdale Holdings Limited,,,,Unable to locate,FALSE,2025-07-17
.win,www.grs.domains,First Registry Limited,abuse@nic.win,,,,TRUE,2025-07-17
.flickr,www.nic.flickr,"Flickr, Inc.",,,,Unable to locate,FALSE,2025-07-17
.flir,http://www.flir.com,"FLIR Systems, Inc.",registryabuse@flir.com,,,,TRUE,2025-07-17
.agakhan,http://www.akdn.org,Fondation Aga Khan (Aga Khan Foundation),,,,Unable to locate,FALSE,2025-07-17
.akdn,http://www.akdn.org,Fondation Aga Khan (Aga Khan Foundation),,,,Unable to locate,FALSE,2025-07-17
.imamat,http://www.akdn.org,Fondation Aga Khan (Aga Khan Foundation),,,,Unable to locate,FALSE,2025-07-17
.ismaili,http://www.akdn.org,Fondation Aga Khan (Aga Khan Foundation),,,,Unable to locate,FALSE,2025-07-17
.ford,http://www.ford.com,Ford Motor Company,CIRT@ford.com,,,,TRUE,2025-07-17
.lincoln,http://www.ford.com,Ford Motor Company,CIRT@ford.com,,,,TRUE,2025-07-17
xn--80adxhks,http://www.faitid.org/,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),,https://faitid.org/ru/contact,,,TRUE,2025-07-17
.moscow,http://www.faitid.org/,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),,https://faitid.org/ru/contact,,,TRUE,2025-07-17
.fox,http://nic.fox,"FOX Registry, LLC",abuse@domains.fox,,,,TRUE,2025-07-17
.fresenius,http://www.freseniusregistry.com,Fresenius Immobilien-Verwaltungs-GmbH,bettinger@bettinger.de,,,,TRUE,2025-07-17
.frl,www.frlregistry.com,FRL Registry B.V.,abuse@nic.frl,,,,TRUE,2025-07-17
.ftr,http://www.ftr.com,Frontier Communications Corporation,registryabuse@ftr.com,,,,TRUE,2025-07-17
.frontier,http://www.ftr.com,Frontier Communications Corporation,registryabuse@ftr.com,,,,TRUE,2025-07-17
.bank,www.ftld.com,"fTLD Registry Services, LLC",,https://register.bank/contact/,,,TRUE,2025-07-17
.insurance,www.ftld.com,"fTLD Registry Services, LLC",,https://register.bank/contact/,,,TRUE,2025-07-17
.fujitsu,http://nic.fujitsu/,Fujitsu Limited,nakagawa_20@brights.jp,,,,TRUE,2025-07-17
